equip,mode,start,end,duration_min,n_points,peak_mae,peak_ratio,mean_mae,mean_ratio,dist_to_failure_days,category
B-90001A,uni,2021-04-09 17:28:00,2021-04-09 17:28:00,0.0,1,0.0067094336,1.332,0.0026645384181818183,0.529,140.27,far
B-90001A,uni,2021-04-09 17:30:00,2021-04-09 17:30:00,0.0,1,0.0067094336,1.332,0.0032767384363636366,0.65,140.27,far
B-90001A,uni,2021-04-09 17:32:00,2021-04-09 17:33:00,1.0,2,0.0067094336,1.332,0.004042360116666667,0.802,140.27,far
B-90001A,uni,2021-04-09 17:35:00,2021-04-09 17:36:00,1.0,2,0.0067094336,1.332,0.004543153291666667,0.902,140.27,far
B-90001A,uni,2021-04-09 17:38:00,2021-04-09 17:45:00,7.0,8,0.005754163,1.142,0.0040135562388888876,0.797,140.27,far
B-90001A,uni,2021-04-09 17:47:00,2021-04-09 18:09:00,22.0,23,0.0037372133,0.742,0.0032876013272727274,0.653,140.26,far
B-90001A,uni,2021-04-10 05:34:00,2021-04-10 06:34:00,60.0,61,0.00865139,1.717,0.0034031384146478876,0.675,139.77,far
B-90001A,uni,2021-04-11 02:59:00,2021-04-11 03:00:00,1.0,2,0.00935304,1.857,0.005510965083333333,1.094,138.88,far
B-90001A,uni,2021-04-11 03:04:00,2021-04-11 04:32:00,88.0,89,0.0060223914,1.195,0.0027093100740404035,0.538,138.87,far
B-90001A,uni,2021-04-11 08:27:00,2021-04-11 08:36:00,9.0,10,0.0065855044,1.307,0.005172274095,1.027,138.65,far
B-90001A,uni,2021-04-11 08:38:00,2021-04-11 10:11:00,93.0,94,0.0071671475,1.423,0.0028331620705769234,0.562,138.64,far
B-90001A,uni,2021-04-22 12:02:00,2021-04-22 13:12:00,70.0,71,0.0060273944,1.196,0.0024154890433333337,0.479,127.5,far
B-90001A,uni,2021-04-28 22:47:00,2021-04-28 22:49:00,2.0,3,0.006826972,1.355,0.00539977183076923,1.072,121.05,far
B-90001A,uni,2021-05-05 13:59:00,2021-05-05 14:14:00,15.0,16,0.011414683,2.266,0.006459913576923077,1.282,114.42,far
B-90001A,uni,2021-05-05 14:16:00,2021-05-05 14:20:00,4.0,5,0.009510505,1.888,0.006839766393333335,1.358,114.41,far
B-90001A,uni,2021-05-05 14:22:00,2021-05-05 14:39:00,17.0,18,0.009036544,1.794,0.005479401914285714,1.088,114.4,far
B-90001A,uni,2021-05-05 14:41:00,2021-05-05 14:44:00,3.0,4,0.014978929,2.973,0.007067023128571428,1.403,114.39,far
B-90001A,uni,2021-05-05 14:47:00,2021-05-05 14:47:00,0.0,1,0.014978929,2.973,0.0092706036,1.84,114.38,far
B-90001A,uni,2021-05-05 14:52:00,2021-05-05 14:53:00,1.0,2,0.014978929,2.973,0.008372565766666668,1.662,114.38,far
B-90001A,uni,2021-05-05 14:55:00,2021-05-05 16:16:00,81.0,82,0.013795597,2.738,0.0046018336554347825,0.913,114.38,far
B-90001A,uni,2021-05-05 16:23:00,2021-05-05 16:34:00,11.0,12,0.0045890976,0.911,0.003162692331818182,0.628,114.32,far
B-90001A,uni,2021-05-06 00:00:00,2021-05-06 00:01:00,1.0,2,0.0059000645,1.171,0.0035294009166666664,0.701,114.0,far
B-90001A,uni,2021-05-06 00:03:00,2021-05-06 00:05:00,2.0,3,0.005261752,1.044,0.0023341563384615387,0.463,114.0,far
B-90001A,uni,2021-05-06 23:05:00,2021-05-06 23:09:00,4.0,5,0.008284488,1.644,0.0030186977039999997,0.599,113.04,far
B-90001A,uni,2021-05-08 13:38:00,2021-05-08 15:03:00,85.0,86,0.011455249,2.274,0.00381445102625,0.757,111.43,far
B-90001A,uni,2021-05-18 14:53:00,2021-05-18 15:00:00,7.0,8,0.008666865,1.72,0.006358078422222222,1.262,101.38,far
B-90001A,uni,2021-05-18 15:02:00,2021-05-18 15:21:00,19.0,20,0.01170301,2.323,0.006649963243333334,1.32,101.37,far
B-90001A,uni,2021-05-18 15:24:00,2021-05-18 15:24:00,0.0,1,0.01170301,2.323,0.008970291763636363,1.781,101.36,far
B-90001A,uni,2021-05-18 15:26:00,2021-05-18 15:28:00,2.0,3,0.01170301,2.323,0.009531114976923077,1.892,101.36,far
B-90001A,uni,2021-05-18 15:30:00,2021-05-18 15:35:00,5.0,6,0.0133316405,2.646,0.009576203275,1.901,101.35,far
B-90001A,uni,2021-05-18 15:37:00,2021-05-18 16:39:00,62.0,63,0.0133316405,2.646,0.0031065199865753425,0.617,101.35,far
B-90001A,uni,2021-05-24 03:11:00,2021-05-24 03:11:00,0.0,1,0.009359944,1.858,0.006455765481818182,1.281,95.87,far
B-90001A,uni,2021-05-24 03:13:00,2021-05-24 04:54:00,101.0,102,0.009204312,1.827,0.003144665479910714,0.624,95.87,far
B-90001A,uni,2021-05-27 10:09:00,2021-05-27 10:19:00,10.0,11,0.0064922203,1.289,0.004912064228571428,0.975,92.58,far
B-90001A,uni,2021-05-27 10:21:00,2021-05-27 10:41:00,20.0,21,0.0059361737,1.178,0.0031140591,0.618,92.57,far
B-90001A,uni,2021-05-27 10:43:00,2021-05-27 11:15:00,32.0,33,0.0053689703,1.066,0.0019370743720930235,0.384,92.55,far
B-90001A,uni,2021-05-30 12:17:00,2021-05-30 12:20:00,3.0,4,0.006618182,1.314,0.005473137742857144,1.086,89.49,far
B-90001A,uni,2021-05-30 12:23:00,2021-05-30 13:42:00,79.0,80,0.008483473,1.684,0.002885505575444444,0.573,89.48,far
B-90001A,uni,2021-06-02 06:44:00,2021-06-02 07:29:00,45.0,46,0.0083701825,1.661,0.0014867453382142856,0.295,86.72,far
B-90001A,uni,2021-06-02 07:31:00,2021-06-02 07:37:00,6.0,7,0.00091241946,0.181,0.0006999471305882352,0.139,86.69,far
B-90001A,uni,2021-06-03 11:50:00,2021-06-03 11:56:00,6.0,7,0.00872946,1.733,0.005981405664705883,1.187,85.51,far
B-90001A,uni,2021-06-03 11:59:00,2021-06-03 11:59:00,0.0,1,0.006482487,1.287,0.005028735645454545,0.998,85.5,far
B-90001A,uni,2021-06-03 12:01:00,2021-06-03 13:44:00,103.0,104,0.010286224,2.042,0.0033579013464035087,0.667,85.5,far
B-90001A,uni,2021-06-07 03:36:00,2021-06-07 03:36:00,0.0,1,0.006763175,1.342,0.005484306318181818,1.089,81.85,far
B-90001A,uni,2021-06-07 03:38:00,2021-06-07 04:11:00,33.0,34,0.006763175,1.342,0.004744862761363636,0.942,81.85,far
B-90001A,uni,2021-06-07 04:13:00,2021-06-07 04:42:00,29.0,30,0.010859809,2.156,0.0040865439425000006,0.811,81.82,far
B-90001A,uni,2021-06-07 04:44:00,2021-06-07 04:54:00,10.0,11,0.002063346,0.41,0.0016260617047619047,0.323,81.8,far
B-90001A,uni,2021-06-07 04:56:00,2021-06-07 05:23:00,27.0,28,0.0016447979,0.326,0.001278008872631579,0.254,81.79,far
B-90001A,uni,2021-06-09 16:49:00,2021-06-09 17:13:00,24.0,25,0.009513368,1.888,0.005865373097142856,1.164,79.3,far
B-90001A,uni,2021-06-09 17:16:00,2021-06-09 17:50:00,34.0,35,0.010944417,2.172,0.005681771137777779,1.128,79.28,far
B-90001A,uni,2021-06-09 17:52:00,2021-06-09 18:35:00,43.0,44,0.004072099,0.808,0.001615581175185185,0.321,79.26,far
B-90001A,uni,2021-06-14 09:49:00,2021-06-14 11:31:00,102.0,103,0.008711681,1.729,0.0029386851423893806,0.583,74.59,far
B-90001A,uni,2021-06-15 12:38:00,2021-06-15 14:24:00,106.0,107,0.012442066,2.47,0.002901913633846154,0.576,73.47,far
B-90001A,uni,2021-06-18 12:03:00,2021-06-18 13:08:00,65.0,66,0.006427922,1.276,0.0018315523889473682,0.364,70.5,far
B-90001A,uni,2021-06-24 09:43:00,2021-06-24 10:42:00,59.0,60,0.0073440564,1.458,0.0028430035271428573,0.564,64.6,far
B-90001A,uni,2021-06-25 16:00:00,2021-06-25 17:39:00,99.0,100,0.008212319,1.63,0.003102033706363637,0.616,63.33,far
B-90001A,uni,2021-06-28 18:28:00,2021-06-28 18:42:00,14.0,15,0.008438383,1.675,0.006107963032,1.212,60.23,far
B-90001A,uni,2021-06-28 18:46:00,2021-06-28 20:16:00,90.0,91,0.009026587,1.792,0.003434469107623763,0.682,60.22,far
B-90001A,uni,2021-06-29 14:44:00,2021-06-29 16:20:00,96.0,97,0.009141753,1.815,0.003598947166355141,0.714,59.39,far
B-90001A,uni,2021-06-29 18:27:00,2021-06-29 18:27:00,0.0,1,0.0065229055,1.295,0.00571582189090909,1.135,59.23,far
B-90001A,uni,2021-06-29 18:30:00,2021-06-29 18:30:00,0.0,1,0.0064640916,1.283,0.005431130090909091,1.078,59.23,far
B-90001A,uni,2021-06-29 18:32:00,2021-06-29 20:11:00,99.0,100,0.008138831,1.615,0.0030060947418181815,0.597,59.23,far
B-90001A,uni,2021-06-30 03:28:00,2021-06-30 04:25:00,57.0,58,0.005600226,1.112,0.0015763470072058822,0.313,58.86,far
B-90001A,uni,2021-06-30 14:18:00,2021-06-30 15:17:00,59.0,60,0.0058333525,1.158,0.0020848719114285714,0.414,58.4,far
B-90001A,uni,2021-07-02 23:49:00,2021-07-03 00:46:00,57.0,58,0.006553881,1.301,0.0025518473725,0.507,56.01,far
B-90001A,uni,2021-07-03 10:16:00,2021-07-03 10:21:00,5.0,6,0.010258982,2.036,0.0072307788625,1.435,55.57,far
B-90001A,uni,2021-07-03 10:23:00,2021-07-03 10:24:00,1.0,2,0.011657679,2.314,0.008135312933333335,1.615,55.57,far
B-90001A,uni,2021-07-03 10:27:00,2021-07-03 10:33:00,6.0,7,0.011657679,2.314,0.008659453752941177,1.719,55.56,far
B-90001A,uni,2021-07-03 10:35:00,2021-07-03 12:15:00,100.0,101,0.013893595,2.758,0.004107106710360361,0.815,55.56,far
B-90001A,uni,2021-07-03 19:21:00,2021-07-03 19:57:00,36.0,37,0.007606503,1.51,0.002418820574468085,0.48,55.19,far
B-90001A,uni,2021-07-03 20:00:00,2021-07-03 20:03:00,3.0,4,0.0026432825,0.525,0.0018634296571428573,0.37,55.17,far
B-90001A,uni,2021-07-03 20:06:00,2021-07-03 20:20:00,14.0,15,0.0024762547,0.492,0.001930644784,0.383,55.16,far
B-90001A,uni,2021-07-03 22:07:00,2021-07-03 22:27:00,20.0,21,0.0064951163,1.289,0.005224526422580644,1.037,55.08,far
B-90001A,uni,2021-07-03 22:29:00,2021-07-03 22:41:00,12.0,13,0.00613221,1.217,0.00485184242173913,0.963,55.06,far
B-90001A,uni,2021-07-03 22:44:00,2021-07-03 22:44:00,0.0,1,0.0048672403,0.966,0.004294924354545454,0.853,55.05,far
B-90001A,uni,2021-07-03 22:46:00,2021-07-03 23:54:00,68.0,69,0.009022085,1.791,0.003098052886075949,0.615,55.05,far
B-90001A,uni,2021-07-04 09:55:00,2021-07-04 10:47:00,52.0,53,0.006640979,1.318,0.002396284587301587,0.476,54.59,far
B-90001A,uni,2021-07-04 10:53:00,2021-07-04 10:53:00,0.0,1,0.0053619114,1.064,0.0038519410545454547,0.765,54.55,far
B-90001A,uni,2021-07-04 11:07:00,2021-07-04 11:11:00,4.0,5,0.0061608865,1.223,0.00516813988,1.026,54.54,far
B-90001A,uni,2021-07-04 11:13:00,2021-07-04 11:44:00,31.0,32,0.008169649,1.622,0.0049428716,0.981,54.53,far
B-90001A,uni,2021-07-04 11:51:00,2021-07-04 11:51:00,0.0,1,0.008169649,1.622,0.005912022881818182,1.173,54.51,far
B-90001A,uni,2021-07-04 11:55:00,2021-07-04 11:55:00,0.0,1,0.006529116,1.296,0.004870366536363636,0.967,54.5,far
B-90001A,uni,2021-07-04 11:59:00,2021-07-04 11:59:00,0.0,1,0.00610225,1.211,0.004652587754545455,0.924,54.5,far
B-90001A,uni,2021-07-04 12:01:00,2021-07-04 12:03:00,2.0,3,0.0055666687,1.105,0.004557101846153847,0.905,54.5,far
B-90001A,uni,2021-07-04 12:05:00,2021-07-04 13:42:00,97.0,98,0.006371895,1.265,0.003156191582314814,0.626,54.5,far
B-90001A,uni,2021-07-05 11:46:00,2021-07-05 11:46:00,0.0,1,0.011572204,2.297,0.006105009354545454,1.212,53.51,far
B-90001A,uni,2021-07-05 11:49:00,2021-07-05 12:15:00,26.0,27,0.0084669925,1.681,0.004743969843243242,0.942,53.51,far
B-90001A,uni,2021-07-05 12:20:00,2021-07-05 12:20:00,0.0,1,0.0084669925,1.681,0.00661002,1.312,53.49,far
B-90001A,uni,2021-07-05 12:23:00,2021-07-05 12:23:00,0.0,1,0.0076499125,1.518,0.006188300963636364,1.228,53.48,far
B-90001A,uni,2021-07-05 12:25:00,2021-07-05 12:25:00,0.0,1,0.0064696907,1.284,0.005941793763636363,1.179,53.48,far
B-90001A,uni,2021-07-05 12:27:00,2021-07-05 12:27:00,0.0,1,0.007238363,1.437,0.006052105927272728,1.201,53.48,far
B-90001A,uni,2021-07-05 12:30:00,2021-07-05 13:36:00,66.0,67,0.011541438,2.291,0.0033690343689610387,0.669,53.48,far
B-90001A,uni,2021-07-05 16:07:00,2021-07-05 16:10:00,3.0,4,0.009778486,1.941,0.007539561421428572,1.497,53.33,far
B-90001A,uni,2021-07-05 16:12:00,2021-07-05 16:14:00,2.0,3,0.008821159,1.751,0.007334268392307692,1.456,53.33,far
B-90001A,uni,2021-07-05 16:16:00,2021-07-05 17:55:00,99.0,100,0.012695223,2.52,0.004306086971818182,0.855,53.32,far
B-90001A,uni,2021-07-06 16:01:00,2021-07-06 16:18:00,17.0,18,0.012802098,2.541,0.00650945732142857,1.292,52.33,far
B-90001A,uni,2021-07-06 16:21:00,2021-07-06 16:24:00,3.0,4,0.011898533,2.362,0.0073153593571428565,1.452,52.32,far
B-90001A,uni,2021-07-06 16:26:00,2021-07-06 16:38:00,12.0,13,0.011898533,2.362,0.00786851191304348,1.562,52.32,far
B-90001A,uni,2021-07-06 16:40:00,2021-07-06 18:12:00,92.0,93,0.013330326,2.646,0.003939065786407767,0.782,52.31,far
B-90001A,uni,2021-07-07 23:24:00,2021-07-07 23:51:00,27.0,28,0.0062254057,1.236,0.003005961407894737,0.597,51.02,far
B-90001A,uni,2021-07-08 09:59:00,2021-07-08 10:58:00,59.0,60,0.00889194,1.765,0.0029392109842857144,0.583,50.58,far
B-90001A,uni,2021-07-10 12:42:00,2021-07-10 12:51:00,9.0,10,0.01030047,2.045,0.006581091359999999,1.306,48.47,far
B-90001A,uni,2021-07-10 12:53:00,2021-07-10 13:56:00,63.0,64,0.006432699,1.277,0.003462336366621621,0.687,48.46,far
B-90001A,uni,2021-07-11 08:33:00,2021-07-11 10:12:00,99.0,100,0.007952298,1.578,0.003244445101818182,0.644,47.64,far
B-90001A,uni,2021-07-11 23:49:00,2021-07-11 23:50:00,1.0,2,0.0076335995,1.515,0.006122764883333333,1.215,47.01,far
B-90001A,uni,2021-07-11 23:53:00,2021-07-11 23:55:00,2.0,3,0.0076335995,1.515,0.006789229430769229,1.348,47.0,far
B-90001A,uni,2021-07-11 23:58:00,2021-07-12 01:19:00,81.0,82,0.007388212,1.467,0.00336416475826087,0.668,47.0,far
B-90001A,uni,2021-07-13 14:23:00,2021-07-13 14:54:00,31.0,32,0.009148007,1.816,0.004558693269047619,0.905,45.4,far
B-90001A,uni,2021-07-13 14:56:00,2021-07-13 14:56:00,0.0,1,0.009148007,1.816,0.005747550718181818,1.141,45.38,far
B-90001A,uni,2021-07-13 14:58:00,2021-07-13 15:00:00,2.0,3,0.009148007,1.816,0.005006312530769231,0.994,45.38,far
B-90001A,uni,2021-07-13 15:02:00,2021-07-13 16:02:00,60.0,61,0.009148007,1.816,0.0032069262047887325,0.637,45.37,far
B-90001A,uni,2021-07-24 00:46:00,2021-07-24 00:54:00,8.0,9,0.005923304,1.176,0.005306293978947369,1.053,34.97,far
B-90001A,uni,2021-07-24 00:56:00,2021-07-24 00:57:00,1.0,2,0.005923304,1.176,0.005509401091666667,1.094,34.96,far
B-90001A,uni,2021-07-24 00:59:00,2021-07-24 02:25:00,86.0,87,0.009024872,1.791,0.0036056891814432992,0.716,34.96,far
B-90001A,uni,2021-07-24 06:22:00,2021-07-24 06:37:00,15.0,16,0.010634894,2.111,0.005156348003846154,1.023,34.73,far
B-90001A,uni,2021-07-24 06:39:00,2021-07-24 06:43:00,4.0,5,0.0072660926,1.442,0.005388889599999999,1.07,34.72,far
B-90001A,uni,2021-07-24 06:45:00,2021-07-24 07:51:00,66.0,67,0.0072660926,1.442,0.0023806769661038956,0.473,34.72,far
B-90001A,uni,2021-07-29 23:54:00,2021-07-29 23:55:00,1.0,2,0.010600248,2.104,0.008215336025,1.631,29.0,far
B-90001A,uni,2021-07-29 23:57:00,2021-07-29 23:57:00,0.0,1,0.010600248,2.104,0.00846121718181818,1.679,29.0,far
B-90001A,uni,2021-07-29 23:59:00,2021-07-30 00:10:00,11.0,12,0.010600248,2.104,0.009007698340909089,1.788,29.0,far
B-90001A,uni,2021-07-30 00:12:00,2021-07-30 00:43:00,31.0,32,0.010566948,2.097,0.006592307933333334,1.309,28.99,far
B-90001A,uni,2021-07-30 00:45:00,2021-07-30 00:55:00,10.0,11,0.005037869,1.0,0.0028286557242857145,0.561,28.97,far
B-90001A,uni,2021-07-30 00:57:00,2021-07-30 01:34:00,37.0,38,0.0047407947,0.941,0.0009597072095833334,0.19,28.96,far
B-90001A,uni,2021-08-07 00:34:00,2021-08-07 00:39:00,5.0,6,0.007446833,1.478,0.0056162817937500005,1.115,20.98,far
B-90001A,uni,2021-08-07 00:41:00,2021-08-07 00:44:00,3.0,4,0.005931787,1.177,0.005293033271428571,1.051,20.97,far
B-90001A,uni,2021-08-07 00:46:00,2021-08-07 02:20:00,94.0,95,0.0076378756,1.516,0.0028486085171428566,0.565,20.97,far
B-90001A,uni,2021-08-07 14:39:00,2021-08-07 14:39:00,0.0,1,0.007660181,1.52,0.005221325418181818,1.036,20.39,far
B-90001A,uni,2021-08-07 14:41:00,2021-08-07 14:45:00,4.0,5,0.007660181,1.52,0.004250494302,0.844,20.39,far
B-90001A,uni,2021-08-07 14:47:00,2021-08-07 14:47:00,0.0,1,0.005324019,1.057,0.003013649693636364,0.598,20.38,far
B-90001A,uni,2021-08-07 14:49:00,2021-08-07 14:51:00,2.0,3,0.0043554483,0.865,0.0027625293869230766,0.548,20.38,far
B-90001A,uni,2021-08-07 14:53:00,2021-08-07 15:36:00,43.0,44,0.0043554483,0.865,0.0021891164944444447,0.435,20.38,far
B-90001A,uni,2021-08-09 11:29:00,2021-08-09 11:31:00,2.0,3,0.012536417,2.488,0.009039578153846154,1.794,18.52,far
B-90001A,uni,2021-08-09 11:33:00,2021-08-09 11:43:00,10.0,11,0.016539274,3.283,0.010220012238095235,2.029,18.52,far
B-90001A,uni,2021-08-09 11:46:00,2021-08-09 13:15:00,89.0,90,0.016539274,3.283,0.0065945639142,1.309,18.51,far
B-90001A,uni,2021-08-09 13:17:00,2021-08-09 13:28:00,11.0,12,0.001023513,0.203,0.0007908558231818182,0.157,18.45,far
B-90001A,uni,2021-08-09 21:46:00,2021-08-09 23:29:00,103.0,104,0.011071269,2.198,0.003395740778508772,0.674,18.09,far
B-90001A,uni,2021-08-10 23:25:00,2021-08-10 23:27:00,2.0,3,0.0073805875,1.465,0.0059751471000000006,1.186,17.02,far
B-90001A,uni,2021-08-10 23:30:00,2021-08-10 23:34:00,4.0,5,0.006822589,1.354,0.005471760766666667,1.086,17.02,far
B-90001A,uni,2021-08-10 23:36:00,2021-08-11 01:07:00,91.0,92,0.009084602,1.803,0.0027934201359803923,0.554,17.02,far
B-90001A,uni,2021-08-11 06:40:00,2021-08-11 06:40:00,0.0,1,0.007771143,1.543,0.00703555980909091,1.397,16.72,far
B-90001A,uni,2021-08-11 06:42:00,2021-08-11 06:43:00,1.0,2,0.007456752,1.48,0.006839914516666666,1.358,16.72,far
B-90001A,uni,2021-08-11 06:45:00,2021-08-11 08:17:00,92.0,93,0.012086586,2.399,0.003630298265436893,0.721,16.72,far
B-90001A,uni,2021-08-11 09:43:00,2021-08-11 09:47:00,4.0,5,0.005829031,1.157,0.002837133184,0.563,16.6,far
B-90001A,uni,2021-08-12 11:46:00,2021-08-12 12:43:00,57.0,58,0.007856321,1.559,0.0025395572332352935,0.504,15.51,far
B-90001A,uni,2021-08-20 22:19:00,2021-08-20 22:25:00,6.0,7,0.00915972,1.818,0.005794113823529411,1.15,7.07,near_10d
B-90001A,uni,2021-08-20 22:27:00,2021-08-20 22:50:00,23.0,24,0.0068412423,1.358,0.0049269829294117645,0.978,7.06,near_10d
B-90001A,uni,2021-08-20 22:52:00,2021-08-20 23:08:00,16.0,17,0.010546084,2.093,0.005059519,1.004,7.05,near_10d
B-90001A,uni,2021-08-20 23:10:00,2021-08-21 00:04:00,54.0,55,0.010546084,2.093,0.0016767370089230767,0.333,7.03,near_10d
B-90001A,uni,2021-08-21 01:47:00,2021-08-21 01:54:00,7.0,8,0.008794095,1.746,0.006479568822222222,1.286,6.93,near_10d
B-90001A,uni,2021-08-21 01:56:00,2021-08-21 03:27:00,91.0,92,0.009179489,1.822,0.0028255088064705887,0.561,6.92,near_10d
B-90001A,uni,2021-08-21 10:47:00,2021-08-21 11:00:00,13.0,14,0.0062328903,1.237,0.0041131126541666665,0.816,6.55,near_10d
B-90001A,uni,2021-08-21 11:02:00,2021-08-21 11:21:00,19.0,20,0.0062835617,1.247,0.0036859141433333337,0.732,6.54,near_10d
B-90001A,uni,2021-08-21 11:23:00,2021-08-21 12:10:00,47.0,48,0.0057771476,1.147,0.0013003793346551727,0.258,6.53,near_10d
B-90001A,uni,2021-08-22 08:55:00,2021-08-22 09:02:00,7.0,8,0.011506977,2.284,0.008436190427777776,1.675,5.63,near_10d
B-90001A,uni,2021-08-22 09:05:00,2021-08-22 09:07:00,2.0,3,0.00809727,1.607,0.00794723126923077,1.577,5.62,near_10d
B-90001A,uni,2021-08-22 09:09:00,2021-08-22 10:38:00,89.0,90,0.009976093,1.98,0.0037205352302,0.738,5.62,near_10d
